GeneIdentifier	Chromosome	Start	Stop	Strand
AT5G09280	Chr5	2881597	2880993	-
AT5G09340	Chr5	2896914	2896675	-
AT5G09360	Chr5	2908658	2908536	-
AT5G09560	Chr5	2967170	2967736	+
AT5G09580	Chr5	2972639	2972982	+
AT5G09711	Chr5	3011147	3011010	-
AT5G09940	Chr5	3101192	3101833	+
AT5G10000	Chr5	3126709	3127155	+
AT5G10040	Chr5	3143723	3144157	+
AT5G10340	Chr5	3253122	3253260	+
AT5G10550	Chr5	3334913	3333459	-
AT5G10590	Chr5	3349468	3349376	-
AT5G10880	Chr5	3432693	3432866	+
AT5G10970	Chr5	3469268	3470086	+
AT5G11100	Chr5	3532402	3532506	+
AT5G11180	Chr5	3561575	3561302	-
AT5G11220	Chr5	3577057	3577978	+
AT5G11370	Chr5	3627849	3627952	+
AT5G11400	Chr5	3638059	3637978	-
AT5G11412	Chr5	3640876	3640026	-
AT5G11416	Chr5	3643010	3642336	-
AT5G11425	Chr5	3648168	3647959	-
AT5G11565	Chr5	3714912	3714655	-
AT5G11570	Chr5	3718276	3718204	-
AT5G11660	Chr5	3748880	3749068	+
AT5G11830	Chr5	3813044	3812520	-
AT5G11940	Chr5	3849283	3849390	+
AT5G11975	Chr5	3863277	3863618	+
AT5G12043	Chr5	3888894	3888549	-
AT5G12070	Chr5	3897408	3896950	-
AT5G12090	Chr5	3909703	3909730	+
AT5G12236	Chr5	3958148	3958282	+
AT5G12450	Chr5	4040937	4041176	+
AT5G12460	Chr5	4043057	4043746	+
AT5G12910	Chr5	4077162	4077557	+
AT5G13295	Chr5	4253953	4254236	+
AT5G13600	Chr5	4380432	4380490	+
AT5G14160	Chr5	4567333	4567657	+
AT5G14275	Chr5	4605007	4604789	-
AT5G14300	Chr5	4613102	4613389	+
AT5G14330	Chr5	4620551	4620439	-
AT5G14350	Chr5	4628703	4628494	-
AT5G14560	Chr5	4693964	4694086	+
AT5G14900	Chr5	4823581	4822676	-
AT5G14980	Chr5	4849600	4850583	+
AT5G14995	Chr5	4853413	4853718	+
AT5G15000	Chr5	4854875	4855171	+
AT5G15008	Chr5	4857139	4856975	-
AT5G15025	Chr5	4867558	4867479	-
AT5G15360	Chr5	4989182	4989135	-
AT5G15380	Chr5	4991347	4991388	+
AT5G15420	Chr5	5008964	5008934	-
AT5G15480	Chr5	5027160	5025952	-
AT5G15533	Chr5	5040836	5040819	-
AT5G15560	Chr5	5064051	5064424	+
AT5G15581	Chr5	5071829	5071974	+
AT5G15620	Chr5	5082465	5083346	+
AT5G15660	Chr5	5095652	5096797	+
AT5G15670	Chr5	5099595	5099841	+
AT5G15685	Chr5	5111820	5113145	+
AT5G15745	Chr5	5137456	5137628	+
AT5G15853	Chr5	5178107	5178395	+
AT5G15890	Chr5	5189348	5188518	-
AT5G16180	Chr5	5279884	5280696	+
AT5G16285	Chr5	5333102	5332830	-
AT5G16330	Chr5	5346977	5346860	-
AT5G16430	Chr5	5370350	5370607	+
AT5G16460	Chr5	5378533	5377988	-
AT5G16486	Chr5	5384226	5383597	-
AT5G16580	Chr5	5427472	5427397	-
AT5G16700	Chr5	5480763	5481161	+
AT5G16740	Chr5	5502856	5502715	-
AT5G16860	Chr5	5543834	5546537	+
AT5G17080	Chr5	5619594	5619788	+
AT5G17110	Chr5	5627474	5627178	-
AT5G17120	Chr5	5629324	5629037	-
AT5G17140	Chr5	5637830	5637961	+
AT5G17167	Chr5	5645309	5645402	+
AT5G17200	Chr5	5655336	5655169	-
AT5G17305	Chr5	5692700	5692924	+
AT5G17320	Chr5	5707637	5707510	-
AT5G17345	Chr5	5715784	5716121	+
AT5G17470	Chr5	5761406	5760953	-
AT5G17500	Chr5	5767379	5767783	+
AT5G17720	Chr5	5845934	5846387	+
AT5G17730	Chr5	5853999	5853028	-
AT5G17740	Chr5	5857934	5856948	-
AT5G17750	Chr5	5860041	5859882	-
AT5G17820	Chr5	5890260	5889895	-
AT5G17830	Chr5	5893382	5893447	+
AT5G17847	Chr5	5898659	5898787	+
AT5G17950	Chr5	5944959	5944887	-
AT5G17960	Chr5	5947464	5945628	-
AT5G18160	Chr5	6002770	6003909	+
AT5G18300	Chr5	6057773	6058216	+
AT5G18330	Chr5	6070042	6069779	-
AT5G18403	Chr5	6095343	6095391	+
AT5G18404	Chr5	6096149	6096592	+
AT5G18510	Chr5	6143886	6141650	-
AT5G18735	Chr5	6251976	6251695	-
AT5G18748	Chr5	6254769	6254560	-
AT5G18870	Chr5	6298386	6298562	+
AT5G18880	Chr5	6301422	6300535	-
AT5G18890	Chr5	6301652	6301903	+
AT5G18933	Chr5	6313387	6313447	+
AT5G18937	Chr5	6324012	6324132	+
AT5G18990	Chr5	6340076	6340275	+
AT5G19170	Chr5	6445245	6445325	+
AT5G19270	Chr5	6487009	6486955	-
AT5G19595	Chr5	6611092	6611283	+
AT5G19633	Chr5	6631434	6631503	+
AT5G19675	Chr5	6649316	6649224	-
AT5G19710	Chr5	6666107	6666048	-
AT5G19720	Chr5	6667664	6667726	+
AT5G20310	Chr5	6857553	6857816	+
AT5G20340	Chr5	6874787	6875926	+
AT5G20370	Chr5	6887458	6886762	-
AT5G20447	Chr5	6910417	6910515	+
AT5G20460	Chr5	6914303	6914359	+
AT5G20470	Chr5	6920120	6919827	-
AT5G20690	Chr5	7002453	7003863	+
AT5G20995	Chr5	7134316	7134359	+
AT5G21030	Chr5	7144272	7144093	-
AT5G21050	Chr5	7147890	7148957	+
AT5G21125	Chr5	7185428	7185048	-
AT5G22030	Chr5	7296344	7296250	-
AT5G22145	Chr5	7340426	7340448	+
AT5G22160	Chr5	7346944	7347233	+
AT5G22170	Chr5	7350575	7350842	+
AT5G22180	Chr5	7353706	7353547	-
AT5G22190	Chr5	7354164	7354180	+
AT5G22240	Chr5	7364689	7365426	+
AT5G22505	Chr5	7473849	7473775	-
AT5G22590	Chr5	7504536	7504565	+
AT5G22610	Chr5	7515217	7515851	+
AT5G22670	Chr5	7539685	7538774	-
AT5G22720	Chr5	7551174	7550218	-
AT5G22765	Chr5	7578283	7578197	-
AT5G22785	Chr5	7589643	7589705	+
AT5G22794	Chr5	7608242	7608356	+
AT5G22799	Chr5	7613398	7613554	+
AT5G22810	Chr5	7621502	7621757	+
AT5G22870	Chr5	7647679	7646903	-
AT5G22900	Chr5	7657224	7657490	+
AT5G22910	Chr5	7663829	7663581	-
AT5G22960	Chr5	7685052	7684795	-
AT5G22990	Chr5	7692468	7691494	-
AT5G23180	Chr5	7801474	7801955	+
AT5G23350	Chr5	7859201	7858545	-
AT5G23380	Chr5	7866742	7866822	+
AT5G23411	Chr5	7886644	7886790	+
AT5G23470	Chr5	7913861	7914769	+
AT5G23650	Chr5	7969812	7970194	+
AT5G23903	Chr5	8066419	8066482	+
AT5G23908	Chr5	8068280	8068071	-
AT5G23990	Chr5	8108590	8108469	-
AT5G24050	Chr5	8129402	8128353	-
AT5G24180	Chr5	8195600	8195706	+
AT5G24190	Chr5	8199757	8200101	+
AT5G24215	Chr5	8221371	8221436	+
AT5G24220	Chr5	8225861	8225973	+
AT5G24370	Chr5	8320969	8321544	+
AT5G24440	Chr5	8347776	8347444	-
AT5G24470	Chr5	8358546	8358321	-
AT5G24480	Chr5	8365036	8364552	-
AT5G24550	Chr5	8395302	8395150	-
AT5G24560	Chr5	8402205	8402453	+
AT5G24575	Chr5	8406151	8406131	-
AT5G24879	Chr5	8552604	8552491	-
AT5G24930	Chr5	8589457	8590200	+
AT5G24940	Chr5	8593601	8593522	-
AT5G24950	Chr5	8597761	8597378	-
AT5G25000	Chr5	8614331	8613966	-
AT5G25030	Chr5	8620991	8620841	-
AT5G25195	Chr5	8716180	8716276	+
AT5G25200	Chr5	8717869	8716766	-
AT5G25290	Chr5	8778592	8779839	+
AT5G25300	Chr5	8780258	8780324	+
AT5G25420	Chr5	8841775	8841619	-
AT5G25425	Chr5	8848549	8848552	+
AT5G25600	Chr5	8914055	8913488	-
AT5G25750	Chr5	8950884	8950950	+
AT5G25850	Chr5	9014082	9015002	+
AT5G25860	Chr5	9018424	9017468	-
AT5G25910	Chr5	9038860	9040132	+
AT5G25960	Chr5	9065011	9064889	-
AT5G25990	Chr5	9077379	9077254	-
AT5G25995	Chr5	9076831	9077126	+
AT5G26070	Chr5	9106341	9106787	+
AT5G26100	Chr5	9117817	9117290	-
AT5G26130	Chr5	9128610	9128110	-
AT5G26250	Chr5	9196758	9196887	+
AT5G26262	Chr5	9203392	9203285	-
AT5G26290	Chr5	9226079	9226165	+
AT5G26300	Chr5	9229326	9229412	+
AT5G26580	Chr5	9394102	9393065	-
AT5G26594	Chr5	9269282	9269518	+
AT5G26617	Chr5	9360462	9360781	+
AT5G26620	Chr5	9366963	9366957	-
AT5G26622	Chr5	9356891	9356569	-
AT5G26640	Chr5	9348174	9348041	-
AT5G26650	Chr5	9343785	9345011	+
AT5G26673	Chr5	9279309	9279611	+
AT5G26840	Chr5	9442605	9442510	-
AT5G26890	Chr5	9460465	9460716	+
AT5G26900	Chr5	9463752	9465086	+
AT5G26955	Chr5	9483363	9483453	+
AT5G27010	Chr5	9507569	9507513	-
AT5G27050	Chr5	9520276	9520638	+
AT5G27065	Chr5	9524329	9524604	+
AT5G27070	Chr5	9527741	9528604	+
AT5G27080	Chr5	9531081	9529753	-
AT5G27140	Chr5	9548542	9548619	+
AT5G27170	Chr5	9566007	9566072	+
AT5G27200	Chr5	9571185	9571232	+
AT5G27247	Chr5	9601589	9601443	-
AT5G27260	Chr5	9603943	9604287	+
AT5G27300	Chr5	9620810	9620966	+
AT5G27310	Chr5	9625449	9626561	+
AT5G27340	Chr5	9635885	9635977	+
AT5G27370	Chr5	9667311	9667886	+
AT5G27493	Chr5	9703194	9703365	+
AT5G27510	Chr5	9713173	9714078	+
AT5G27530	Chr5	9717503	9717592	+
AT5G27606	Chr5	9752002	9752142	+
AT5G27790	Chr5	9842003	9841991	-
AT5G27800	Chr5	9842412	9842711	+
AT5G27889	Chr5	9903437	9903598	+
AT5G27890	Chr5	9903640	9903931	+
AT5G27893	Chr5	9909130	9910429	+
AT5G27944	Chr5	9976592	9975918	-
AT5G27945	Chr5	9976007	9976283	+
AT5G27960	Chr5	9992770	9992114	-
AT5G28090	Chr5	10101042	10101279	+
AT5G28160	Chr5	10137926	10138637	+
AT5G28180	Chr5	10162783	10163616	+
AT5G28190	Chr5	10170696	10170121	-
AT5G28210	Chr5	10188586	10190463	+
AT5G28235	Chr5	10203335	10203099	-
AT5G28288	Chr5	10276626	10276539	-
AT5G28295	Chr5	10283777	10283460	-
AT5G28310	Chr5	10301844	10301705	-
AT5G28320	Chr5	10301936	10302018	+
AT5G28340	Chr5	10314118	10314129	+
AT5G28345	Chr5	10319860	10319847	-
AT5G28380	Chr5	10341007	10340957	-
AT5G28390	Chr5	10342997	10342902	-
AT5G28400	Chr5	10348234	10348152	-
AT5G28450	Chr5	10374190	10374039	-
AT5G28462	Chr5	10381738	10381908	+
AT5G28463	Chr5	10379446	10379690	+
AT5G28491	Chr5	10455807	10455682	-
AT5G28550	Chr5	10559779	10559670	-
AT5G28560	Chr5	10566846	10566902	+
AT5G28590	Chr5	10581559	10581489	-
AT5G28615	Chr5	10611971	10611980	+
AT5G28620	Chr5	10613004	10612813	-
AT5G28660	Chr5	10683218	10683464	+
AT5G28720	Chr5	10776131	10776180	+
AT5G28730	Chr5	10779003	10779045	+
AT5G28780	Chr5	10814173	10814063	-
AT5G28820	Chr5	10831799	10831924	+
AT5G28823	Chr5	10839826	10839161	-
AT5G28885	Chr5	10896741	10897026	+
AT5G28920	Chr5	10943378	10943238	-
AT5G28950	Chr5	10992505	10992573	+
AT5G29050	Chr5	11111692	11111737	+
AT5G29054	Chr5	11117014	11116913	-
AT5G29070	Chr5	11133516	11133282	-
AT5G29210	Chr5	11153945	11153466	-
AT5G29613	Chr5	11280577	11280680	+
AT5G29624	Chr5	11285138	11286604	+
AT5G30341	Chr5	11365987	11366088	+
AT5G30360	Chr5	11550429	11550541	+
AT5G30520	Chr5	11636638	11636498	-
AT5G31412	Chr5	11543768	11543554	-
AT5G32590	Chr5	12224322	12223710	-
AT5G32613	Chr5	12263255	12263365	+
AT5G33393	Chr5	12658588	12658202	-
AT5G33406	Chr5	12678403	12677761	-
AT5G33806	Chr5	12784839	12784917	+
AT5G33898	Chr5	12787599	12787721	+
AT5G34581	Chr5	12920366	12920461	+
AT5G34780	Chr5	12963892	12963847	-
AT5G34828	Chr5	13094344	13094069	-
AT5G34829	Chr5	12982889	12982671	-
AT5G34830	Chr5	12981645	12981701	+
AT5G34870	Chr5	13185521	13185718	+
AT5G34882	Chr5	13195705	13196052	+
AT5G34908	Chr5	13225067	13225315	+
AT5G35050	Chr5	13311854	13311036	-
AT5G35067	Chr5	13335217	13335317	+
AT5G35069	Chr5	13336475	13336657	+
AT5G35120	Chr5	13387175	13386852	-
AT5G35195	Chr5	13449749	13449573	-
AT5G35230	Chr5	13491673	13491143	-
AT5G35300	Chr5	13518317	13518385	+
AT5G35338	Chr5	13550124	13549877	-
AT5G35380	Chr5	13596293	13596125	-
AT5G35475	Chr5	13687326	13687071	-
AT5G35540	Chr5	13722137	13722184	+
AT5G35600	Chr5	13771712	13771188	-
AT5G35604	Chr5	13789345	13789128	-
AT5G35610	Chr5	13820293	13820166	-
AT5G35640	Chr5	13834633	13834939	+
AT5G35695	Chr5	13869120	13869191	+
AT5G35698	Chr5	13871715	13871948	+
AT5G35737	Chr5	13907164	13907535	+
AT5G35760	Chr5	13934108	13934501	+
AT5G35810	Chr5	13994549	13994139	-
AT5G35830	Chr5	14001416	14001326	-
AT5G35890	Chr5	14026726	14025863	-
AT5G35917	Chr5	14049123	14050097	+
AT5G35920	Chr5	14056437	14056904	+
AT5G35926	Chr5	14062676	14062753	+
AT5G35945	Chr5	14093675	14093746	+
AT5G35950	Chr5	14104943	14105140	+
AT5G36080	Chr5	14184423	14184656	+
AT5G36190	Chr5	14243546	14243109	-
AT5G36200	Chr5	14246296	14245091	-
AT5G36225	Chr5	14264735	14264697	-
AT5G36240	Chr5	14278924	14278772	-
AT5G36300	Chr5	14320578	14320866	+
AT5G36310	Chr5	14325058	14324711	-
AT5G36320	Chr5	14327257	14326901	-
AT5G36330	Chr5	14330209	14330187	-
AT5G36340	Chr5	14331633	14331286	-
AT5G36360	Chr5	14336024	14335668	-
AT5G36370	Chr5	14338221	14337865	-
AT5G36380	Chr5	14340418	14340062	-
AT5G36390	Chr5	14342613	14342257	-
AT5G36400	Chr5	14344808	14344452	-
AT5G36410	Chr5	14347003	14346647	-
AT5G36420	Chr5	14349198	14348842	-
AT5G36430	Chr5	14351393	14351037	-
AT5G36440	Chr5	14353589	14353233	-
AT5G36460	Chr5	14357982	14357626	-
AT5G36480	Chr5	14362376	14362020	-
AT5G36490	Chr5	14364573	14364217	-
AT5G36500	Chr5	14366770	14366414	-
AT5G36520	Chr5	14371170	14370814	-
AT5G36540	Chr5	14375557	14375201	-
AT5G36550	Chr5	14377750	14377394	-
AT5G36657	Chr5	14384176	14383877	-
AT5G36658	Chr5	14386428	14386072	-
AT5G36659	Chr5	14388621	14388297	-
AT5G36661	Chr5	14390785	14390429	-
AT5G36662	Chr5	14392975	14392619	-
AT5G36680	Chr5	14409137	14409057	-
AT5G36690	Chr5	14417288	14416779	-
AT5G36720	Chr5	14429924	14429661	-
AT5G36730	Chr5	14436317	14437549	+
AT5G36738	Chr5	14450084	14449728	-
AT5G36739	Chr5	14452274	14451918	-
AT5G36780	Chr5	14476588	14476079	-
AT5G36805	Chr5	14489224	14488961	-
AT5G36820	Chr5	14495617	14496849	+
AT5G36900	Chr5	14546924	14547018	+
AT5G36980	Chr5	14607754	14607581	-
AT5G37030	Chr5	14636939	14636850	-
AT5G37040	Chr5	14639135	14639476	+
AT5G37050	Chr5	14641421	14641281	-
AT5G37140	Chr5	14690436	14690579	+
AT5G37150	Chr5	14701330	14701419	+
AT5G37160	Chr5	14705426	14705542	+
AT5G37165	Chr5	14707022	14707817	+
AT5G37200	Chr5	14727832	14728485	+
AT5G37220	Chr5	14733877	14734521	+
AT5G37270	Chr5	14758559	14757933	-
AT5G37280	Chr5	14761925	14761275	-
AT5G37320	Chr5	14777931	14778602	+
AT5G37415	Chr5	14840301	14840076	-
AT5G37420	Chr5	14840143	14841352	+
AT5G37430	Chr5	14842430	14843791	+
AT5G37460	Chr5	14860362	14858473	-
AT5G37473	Chr5	14871153	14871084	-
AT5G37520	Chr5	14902670	14902771	+
AT5G37560	Chr5	14921986	14922348	+
AT5G37620	Chr5	14944354	14942396	-
AT5G37640	Chr5	14953750	14952782	-
AT5G37650	Chr5	14955834	14954011	-
AT5G37715	Chr5	14979445	14979422	-
AT5G37760	Chr5	14997168	14997288	+
AT5G37793	Chr5	15022612	15022711	+
AT5G37860	Chr5	15070555	15070526	-
AT5G37870	Chr5	15074851	15074678	-
AT5G37900	Chr5	15094802	15094659	-
AT5G37910	Chr5	15097318	15097166	-
AT5G37920	Chr5	15101170	15099341	-
AT5G37960	Chr5	15121438	15121509	+
AT5G37970	Chr5	15124435	15124358	-
AT5G37990	Chr5	15135169	15135092	-
AT5G38080	Chr5	15192645	15192566	-
AT5G38090	Chr5	15194089	15194010	-
AT5G38190	Chr5	15234188	15235021	+
AT5G38260	Chr5	15285837	15285048	-
AT5G38270	Chr5	15289032	15290252	+
AT5G38317	Chr5	15314060	15314117	+
AT5G38378	Chr5	15344448	15344711	+
AT5G38391	Chr5	15368254	15368716	+
AT5G38392	Chr5	15369685	15370338	+
AT5G38396	Chr5	15373094	15374026	+
AT5G38400	Chr5	15375846	15376434	+
AT5G38440	Chr5	15390223	15390624	+
AT5G38500	Chr5	15417253	15416018	-
AT5G38570	Chr5	15450601	15449879	-
AT5G38580	Chr5	15451842	15451771	-
AT5G38620	Chr5	15464907	15463858	-
AT5G38670	Chr5	15475786	15475971	+
AT5G38680	Chr5	15477324	15478220	+
AT5G38740	Chr5	15514305	15512943	-
AT5G38743	Chr5	15517299	15517385	+
AT5G38747	Chr5	15518329	15518379	+
AT5G38750	Chr5	15522650	15522747	+
AT5G38810	Chr5	15541540	15541222	-
AT5G38920	Chr5	15582439	15582302	-
AT5G38950	Chr5	15590693	15590938	+
AT5G39024	Chr5	15619691	15619786	+
AT5G39140	Chr5	15667761	15667487	-
AT5G39170	Chr5	15681325	15681051	-
AT5G39200	Chr5	15695042	15694621	-
AT5G39230	Chr5	15709474	15709792	+
AT5G39370	Chr5	15757717	15758109	+
AT5G39390	Chr5	15765469	15765122	-
AT5G39430	Chr5	15777599	15777467	-
AT5G39440	Chr5	15781907	15782096	+
AT5G39460	Chr5	15790004	15788289	-
AT5G39470	Chr5	15793062	15792852	-
AT5G39480	Chr5	15803341	15801635	-
AT5G39490	Chr5	15807508	15805808	-
AT5G39540	Chr5	15834420	15834136	-
AT5G39620	Chr5	15865782	15865739	-
AT5G39630	Chr5	15868262	15868355	+
AT5G39640	Chr5	15873269	15873039	-
AT5G39645	Chr5	15873680	15873623	-
AT5G39690	Chr5	15888171	15888194	+
AT5G39700	Chr5	15894424	15894154	-
AT5G39750	Chr5	15906875	15907942	+
AT5G39770	Chr5	15927549	15927443	-
AT5G39775	Chr5	15923803	15924047	+
AT5G39910	Chr5	15981671	15981513	-
AT5G39980	Chr5	16003072	16000712	-
AT5G40050	Chr5	16033551	16033018	-
AT5G40070	Chr5	16039179	16039490	+
AT5G40120	Chr5	16051879	16053036	+
AT5G40153	Chr5	16060342	16060629	+
AT5G40220	Chr5	16079364	16078390	-
AT5G40290	Chr5	16108501	16108397	-
AT5G40315	Chr5	16119247	16119258	+
AT5G40400	Chr5	16166231	16168853	+
AT5G40430	Chr5	16177731	16177544	-
AT5G40560	Chr5	16243537	16243617	+
AT5G40595	Chr5	16253510	16253776	+
AT5G40680	Chr5	16288754	16290001	+
AT5G40750	Chr5	16308356	16308391	+
AT5G40855	Chr5	16369350	16369114	-
AT5G40940	Chr5	16407930	16406631	-
AT5G41025	Chr5	16426679	16426951	+
AT5G41030	Chr5	16428706	16429679	+
AT5G41071	Chr5	16440069	16440251	+
AT5G41109	Chr5	16452593	16452453	-
AT5G41200	Chr5	16490544	16491536	+
AT5G41250	Chr5	16502902	16501217	-
AT5G41310	Chr5	16522392	16522269	-
AT5G41401	Chr5	16572189	16572025	-
AT5G41430	Chr5	16586604	16586119	-
AT5G41440	Chr5	16587609	16587235	-
AT5G41450	Chr5	16589094	16588600	-
AT5G41490	Chr5	16600445	16601608	+
AT5G41500	Chr5	16604002	16605213	+
AT5G41510	Chr5	16607124	16608326	+
AT5G41530	Chr5	16611660	16612088	+
AT5G41540	Chr5	16616063	16615600	-
AT5G41630	Chr5	16650282	16651274	+
AT5G41640	Chr5	16654635	16654588	-
AT5G41840	Chr5	16756263	16755250	-
AT5G41860	Chr5	16757951	16758718	+
AT5G42040	Chr5	16814749	16814645	-
AT5G42242	Chr5	16891909	16891849	-
AT5G42260	Chr5	16898712	16900317	+
AT5G42325	Chr5	16924851	16924370	-
AT5G42430	Chr5	16972499	16971312	-
AT5G42460	Chr5	16979773	16981195	+
AT5G42504	Chr5	16996900	16997127	+
AT5G42635	Chr5	17076227	17076326	+
AT5G42640	Chr5	17088695	17089597	+
AT5G42797	Chr5	17163196	17163279	+
AT5G42905	Chr5	17202323	17201575	-
AT5G42957	Chr5	17234132	17233793	-
AT5G42965	Chr5	17236736	17237139	+
AT5G43000	Chr5	17247202	17246354	-
AT5G43064	Chr5	17282272	17282490	+
AT5G43066	Chr5	17284583	17284807	+
AT5G43090	Chr5	17295933	17296822	+
AT5G43110	Chr5	17309842	17310707	+
AT5G43155	Chr5	17328460	17329151	+
AT5G43160	Chr5	17329275	17329580	+
AT5G43211	Chr5	17348886	17348722	-
AT5G43285	Chr5	17370857	17370809	-
AT5G43340	Chr5	17395148	17393598	-
AT5G43360	Chr5	17409524	17409924	+
AT5G43401	Chr5	17429097	17429034	-
AT5G43410	Chr5	17435405	17435010	-
AT5G43480	Chr5	17467643	17467398	-
AT5G43550	Chr5	17497892	17498263	+
AT5G43640	Chr5	17531302	17531444	+
AT5G43660	Chr5	17538595	17538543	-
AT5G43755	Chr5	17583772	17583727	-
AT5G43820	Chr5	17618948	17620710	+
AT5G43935	Chr5	17682179	17682564	+
AT5G44010	Chr5	17709199	17709144	-
AT5G44063	Chr5	17732319	17732339	+
AT5G44065	Chr5	17733485	17733774	+
AT5G44140	Chr5	17762491	17762665	+
AT5G44220	Chr5	17810477	17811364	+
AT5G44265	Chr5	17833316	17832943	-
AT5G44270	Chr5	17833636	17833817	+
AT5G44316	Chr5	17852911	17853903	+
AT5G44330	Chr5	17857325	17857516	+
AT5G44345	Chr5	17862113	17862220	+
AT5G44470	Chr5	17918739	17918820	+
AT5G44495	Chr5	17926710	17926302	-
AT5G44540	Chr5	17941646	17941287	-
AT5G44566	Chr5	17963783	17963604	-
AT5G44590	Chr5	17987591	17987858	+
AT5G44640	Chr5	18011146	18012882	+
AT5G44690	Chr5	18032293	18031631	-
AT5G44760	Chr5	18060586	18061320	+
AT5G44830	Chr5	18101885	18101772	-
AT5G44850	Chr5	18108304	18108689	+
AT5G44940	Chr5	18149369	18149956	+
AT5G44950	Chr5	18151665	18152564	+
AT5G44960	Chr5	18153852	18154466	+
AT5G44970	Chr5	18155837	18155968	+
AT5G45060	Chr5	18182038	18182507	+
AT5G45090	Chr5	18205000	18204860	-
AT5G45113	Chr5	18233521	18231908	-
AT5G45120	Chr5	18241003	18242478	+
AT5G45180	Chr5	18276586	18276137	-
AT5G45210	Chr5	18295437	18295966	+
AT5G45230	Chr5	18308303	18307810	-
AT5G45240	Chr5	18313706	18314103	+
AT5G45277	Chr5	18341840	18341634	-
AT5G45573	Chr5	18476576	18476547	-
AT5G45640	Chr5	18511616	18511530	-
AT5G46000	Chr5	18656376	18656170	-
AT5G46025	Chr5	18665596	18665255	-
AT5G46040	Chr5	18673551	18673437	-
AT5G46090	Chr5	18693485	18694129	+
AT5G46270	Chr5	18769090	18769079	-
AT5G46310	Chr5	18785672	18786322	+
AT5G46395	Chr5	18819755	18819678	-
AT5G46660	Chr5	18932181	18933391	+
AT5G46810	Chr5	18991164	18991175	+
AT5G46820	Chr5	18993633	18993662	+
AT5G46825	Chr5	19002045	19002061	+
AT5G46874	Chr5	19022383	19022428	+
AT5G46915	Chr5	19053200	19053099	-
AT5G46980	Chr5	19066007	19065311	-
AT5G47077	Chr5	19123779	19123734	-
AT5G47229	Chr5	19179849	19179694	-
AT5G47260	Chr5	19189411	19191989	+
AT5G47280	Chr5	19193157	19193265	+
AT5G47290	Chr5	19197431	19197166	-
AT5G47300	Chr5	19198125	19199375	+
AT5G47340	Chr5	19209507	19209688	+
AT5G47360	Chr5	19215878	19214445	-
AT5G47400	Chr5	19229162	19230874	+
AT5G48060	Chr5	19475296	19477443	+
AT5G48200	Chr5	19545255	19545308	+
AT5G48205	Chr5	19547787	19547689	-
AT5G48280	Chr5	19567688	19567578	-
AT5G48375	Chr5	19603883	19603736	-
AT5G48420	Chr5	19626790	19626362	-
AT5G48510	Chr5	19658080	19658217	+
AT5G48515	Chr5	19660201	19660153	-
AT5G48595	Chr5	19700640	19700688	+
AT5G48700	Chr5	19750013	19749900	-
AT5G48750	Chr5	19770819	19770052	-
AT5G48770	Chr5	19777242	19776773	-
AT5G48860	Chr5	19812865	19812599	-
AT5G49040	Chr5	19883251	19882676	-
AT5G49050	Chr5	19883929	19884381	+
AT5G49140	Chr5	19923415	19922946	-
AT5G49150	Chr5	19924354	19924435	+
AT5G49240	Chr5	19962934	19963135	+
AT5G49250	Chr5	19965343	19965945	+
AT5G49260	Chr5	19966799	19967311	+
AT5G49340	Chr5	20009038	20008578	-
AT5G49490	Chr5	20075328	20076185	+
AT5G49590	Chr5	20128736	20128836	+
AT5G49750	Chr5	20210878	20211136	+
AT5G49860	Chr5	20265334	20264927	-
AT5G50115	Chr5	20379489	20380548	+
AT5G50140	Chr5	20395856	20396437	+
AT5G50220	Chr5	20447200	20446849	-
AT5G50270	Chr5	20457487	20458334	+
AT5G50345	Chr5	20497401	20497467	+
AT5G50361	Chr5	20506578	20506381	-
AT5G50470	Chr5	20555758	20555120	-
AT5G50500	Chr5	20562557	20562150	-
AT5G50510	Chr5	20568075	20567386	-
AT5G50562	Chr5	20580442	20580269	-
AT5G50620	Chr5	20601416	20600727	-
AT5G50910	Chr5	20709282	20709061	-
AT5G50930	Chr5	20722069	20722127	+
AT5G51000	Chr5	20743669	20742533	-
AT5G51090	Chr5	20773194	20773087	-
AT5G51195	Chr5	20804268	20803736	-
AT5G51250	Chr5	20830743	20831849	+
AT5G51360	Chr5	20871918	20872277	+
AT5G51585	Chr5	20952557	20953252	+
AT5G51610	Chr5	20965577	20965793	+
AT5G51650	Chr5	20979249	20979208	-
AT5G51795	Chr5	21044194	21043771	-
AT5G51900	Chr5	21094454	21093993	-
AT5G51915	Chr5	21095146	21095319	+
AT5G52000	Chr5	21121119	21121102	-
AT5G52045	Chr5	21131700	21131494	-
AT5G52080	Chr5	21167243	21167350	+
AT5G52090	Chr5	21169462	21167432	-
AT5G52115	Chr5	21174321	21174334	+
AT5G52130	Chr5	21183875	21183794	-
AT5G52140	Chr5	21186872	21186695	-
AT5G52150	Chr5	21191303	21191183	-
AT5G52290	Chr5	21236554	21236255	-
AT5G52350	Chr5	21254911	21255233	+
AT5G52460	Chr5	21293758	21293549	-
AT5G52490	Chr5	21298857	21298875	+
AT5G52605	Chr5	21345600	21345540	-
AT5G52610	Chr5	21347478	21346423	-
AT5G52620	Chr5	21349681	21348554	-
AT5G52630	Chr5	21350375	21352333	+
AT5G52640	Chr5	21352557	21352679	+
AT5G52690	Chr5	21370499	21370504	+
