GeneIdentifier	Start	Strand
AT1G42260	15778352	+
AT1G42270	15780470	+
AT1G42280	15784117	+
AT1G42290	15786432	+
AT1G42300	15791778	-
AT1G42310	15799506	-
AT1G42320	15800929	+
AT1G42350	15821323	-
AT1G42360	15826576	-
AT1G42365	15833426	-
AT1G42367	15835087	-
AT1G42370	15838788	-
AT1G42375	15845642	-
AT1G42377	15851353	-
AT1G42380	15854979	-
AT1G42385	15856162	-
AT1G42390	15857748	+
AT1G42393	15862273	-
AT1G42396	15863802	-
AT1G42400	15865541	-
AT1G42410	15869107	+
AT1G42420	15878184	-
AT1G42430	15891281	+
AT1G42440	15900105	-
AT1G42450	15909367	+
AT1G42460	15917485	-
AT1G42470	15926676	+
AT1G42480	15936156	+
AT1G42500	15953706	-
AT1G42510	15958558	-
AT1G42515	15958627	+
AT1G42520	15962140	+
AT1G42525	15966381	+
AT1G42530	15971112	-
AT1G42540	15973054	+
AT1G42550	15976805	+
AT1G42560	15983571	-
AT1G42580	15992175	-
AT1G42590	15997017	+
AT1G42595	16003487	-
AT1G42600	16006216	+
AT1G42602	16011820	+
AT1G42605	16018871	-
AT1G42610	16020907	+
AT1G42615	16037606	+
AT1G42620	16024291	-
AT1G42630	16025298	+
AT1G42650	16034022	-
AT1G42655	16035845	+
AT1G42680	16041656	+
AT1G42690	16043755	+
AT1G42695	16046270	+
AT1G42697	16058625	-
AT1G42698	16059193	+
AT1G42700	16066931	+
AT1G42703	16053779	+
AT1G42705	16071341	+
AT1G42710	16078567	-
AT1G42718	16081065	+
AT1G42727	16085799	+
AT1G42736	16090061	+
AT1G42740	16093839	-
AT1G42745	16099306	-
AT1G42780	16102965	-
AT1G42816	16105401	-
AT1G42852	16109446	-
AT1G42888	16110313	+
AT1G42924	16118446	+
AT1G42960	16125743	+
AT1G42970	16127353	+
AT1G42980	16133286	+
AT1G42990	16137463	-
AT1G43000	16140526	+
AT1G43005	16151095	+
AT1G43010	16153609	+
AT1G43020	16155278	+
AT1G43030	16177091	+
AT1G43040	16184038	+
AT1G43060	16189210	+
AT1G43070	16208691	+
AT1G43080	16215828	-
AT1G43090	16219150	-
AT1G43100	16222473	-
AT1G43130	16231254	-
AT1G43140	16232785	+
AT1G43145	16238525	+
AT1G43150	16240477	+
AT1G43160	16263805	+
AT1G43170	16266553	+
AT1G43171	16269075	+
AT1G43190	16278742	-
AT1G43195	16279370	+
AT1G43200	16282132	+
AT1G43205	16286376	-
AT1G43210	16290339	-
AT1G43220	16296360	+
AT1G43230	16298358	-
AT1G43240	16302277	-
AT1G43245	16311094	-
AT1G43250	16311524	+
AT1G43260	16318253	+
AT1G43270	16319951	+
AT1G43280	16330759	+
AT1G43290	16334448	-
AT1G43300	16338702	-
AT1G43310	16346475	-
AT1G43320	16356762	+
AT1G43330	16359029	+
AT1G43387	16374521	-
AT1G43415	16378974	+
AT1G43444	16386291	-
AT1G43502	16388535	+
AT1G43560	16399880	-
AT1G43570	16402916	-
AT1G43575	16406745	-
AT1G43580	16412736	-
AT1G43590	16414121	+
AT1G43600	16415357	+
AT1G43605	16417928	-
AT1G43610	16424578	+
AT1G43620	16430287	-
AT1G43630	16437755	-
AT1G43640	16441941	-
AT1G43650	16446918	-
AT1G43660	16450360	+
AT1G43665	16453804	-
AT1G43666	16461734	-
AT1G43667	16465565	-
AT1G43670	16467298	+
AT1G43675	16470872	+
AT1G43680	16472205	+
AT1G43690	16478159	+
AT1G43700	16484231	+
AT1G43710	16488462	-
AT1G43715	16491339	-
AT1G43720	16495080	+
AT1G43722	16496403	+
AT1G43723	16500296	-
AT1G43724	16502406	-
AT1G43725	16503436	+
AT1G43730	16509784	-
AT1G43740	16515138	-
AT1G43745	16518727	-
AT1G43750	16524114	-
AT1G43755	16527812	-
AT1G43760	16531065	-
AT1G43763	16531128	+
AT1G43765	16537511	+
AT1G43770	16548417	+
AT1G43775	16556524	-
AT1G43777	16558819	-
AT1G43780	16563811	+
AT1G43785	16574910	-
AT1G43790	16575759	+
AT1G43800	16577521	+
AT1G43810	16580800	-
AT1G43815	16582084	+
AT1G43820	16585776	-
AT1G43825	16608818	-
AT1G43830	16585763	+
AT1G43835	16606612	+
AT1G43840	16608898	+
AT1G43845	16613541	+
AT1G43850	16616988	+
AT1G43860	16624494	-
AT1G43870	16627094	+
AT1G43880	16628310	+
AT1G43883	16635864	-
AT1G43886	16645265	-
AT1G43890	16646696	+
AT1G43897	16650804	-
AT1G43900	16654030	+
AT1G43910	16657686	-
AT1G43920	16659990	+
AT1G43930	16664004	-
AT1G43940	16666418	+
AT1G43950	16673952	-
AT1G43960	16675520	+
AT1G43970	16681269	+
AT1G43980	16689563	-
AT1G43990	16698219	-
AT1G43995	16699056	-
AT1G44000	16709713	-
AT1G44010	16714622	+
AT1G44020	16718656	-
AT1G44030	16726752	-
AT1G44045	16735967	-
AT1G44050	16739192	+
AT1G44060	16745699	-
AT1G44070	16750580	-
AT1G44075	16752598	+
AT1G44080	16755670	-
AT1G44085	16758508	-
AT1G44090	16762486	-
AT1G44100	16767685	-
AT1G44110	16777352	-
AT1G44120	16780059	+
AT1G44125	16786828	-
AT1G44130	16789436	-
AT1G44140	16791284	+
AT1G44160	16794820	+
AT1G44170	16800321	-
AT1G44180	16810565	-
AT1G44191	16814733	-
AT1G44224	16821823	-
AT1G44318	16831016	+
AT1G44350	16838562	-
AT1G44414	16847684	+
AT1G44446	16851271	-
AT1G44478	16853238	-
AT1G44510	16857835	-
AT1G44542	16866787	-
AT1G44575	16870221	+
AT1G44608	16876549	-
AT1G44641	16879449	+
AT1G44707	16882942	-
AT1G44740	16887217	+
AT1G44750	16892527	+
AT1G44760	16898645	-
AT1G44770	16909572	-
AT1G44780	16909708	+
AT1G44790	16913664	-
AT1G44800	16917053	-
AT1G44810	16923440	+
AT1G44820	16926297	+
AT1G44830	16933699	+
AT1G44835	16939692	+
AT1G44840	16943330	+
AT1G44850	16949417	-
AT1G44860	16951318	-
AT1G44870	16952437	-
AT1G44875	16952808	+
AT1G44880	16960042	-
AT1G44890	16963125	+
AT1G44895	16965181	+
AT1G44900	16970214	+
AT1G44910	16975604	+
AT1G44920	16984444	-
AT1G44935	16985002	+
AT1G44940	16994155	+
AT1G44941	16995295	-
AT1G44960	16999446	+
AT1G44970	17002089	+
AT1G44980	17005923	-
AT1G44990	17007808	-
AT1G45000	17009051	+
AT1G45010	17015520	-
AT1G45015	17021514	+
AT1G45020	17028720	-
AT1G45030	17029595	-
AT1G45035	17029613	+
AT1G45050	17031211	+
AT1G45063	17035105	-
AT1G45070	17035871	+
AT1G45080	17039235	+
AT1G45090	17049561	-
AT1G45100	17050631	+
AT1G45110	17052475	+
AT1G45120	17055355	+
AT1G45130	17065111	+
AT1G45140	17074556	-
AT1G45145	17076417	-
AT1G45150	17082592	-
AT1G45160	17090588	-
AT1G45163	17091464	-
AT1G45165	17090807	+
AT1G45170	17098041	-
AT1G45180	17098475	+
AT1G45190	17104351	+
AT1G45191	17115762	+
AT1G45201	17123785	+
AT1G45207	17133809	-
AT1G45215	17137703	+
AT1G45221	17139448	+
AT1G45223	17141192	+
AT1G45229	17159397	-
AT1G45230	17171472	-
AT1G45231	17151211	-
AT1G45233	17152896	+
AT1G45234	17156607	+
AT1G45238	17158531	+
AT1G45240	17158979	+
AT1G45242	17160528	+
AT1G45243	17147058	+
AT1G45244	17160969	+
AT1G45246	17162022	+
AT1G45248	17164779	-
AT1G45249	17167924	-
AT1G45256	17145902	-
AT1G45332	17177060	-
AT1G45403	17177804	+
AT1G45474	17179250	+
AT1G45545	17183237	-
AT1G45616	17186602	-
AT1G45688	17191362	+
AT1G45760	17194070	+
AT1G45832	17196165	+
AT1G45976	17199314	+
AT1G46120	17203685	+
AT1G46192	17212570	+
AT1G46264	17224720	+
AT1G46336	17230653	-
AT1G46408	17232951	-
AT1G46480	17238185	-
AT1G46552	17252452	-
AT1G46554	17252952	+
AT1G46624	17255760	+
AT1G46696	17264183	-
AT1G46768	17266724	-
AT1G46840	17270185	+
AT1G46912	17272521	+
AT1G46984	17274722	+
AT1G47056	17277839	-
AT1G47128	17285749	-
AT1G47130	17291755	+
AT1G47200	17298829	-
AT1G47210	17300691	+
AT1G47220	17303676	+
AT1G47230	17306574	+
AT1G47240	17311505	-
AT1G47250	17319119	+
AT1G47260	17323484	-
AT1G47265	17324318	+
AT1G47270	17326530	+
AT1G47271	17328813	+
AT1G47278	17330819	+
AT1G47280	17334412	-
AT1G47290	17335751	+
AT1G47300	17340972	-
AT1G47310	17342739	+
AT1G47317	17347094	+
AT1G47320	17349099	+
AT1G47330	17351018	+
AT1G47340	17356564	-
AT1G47350	17360722	-
AT1G47360	17361270	+
AT1G47370	17368703	-
AT1G47380	17376091	-
AT1G47389	17378580	+
AT1G47390	17379544	+
AT1G47395	17382998	+
AT1G47400	17385707	+
AT1G47405	17389679	+
AT1G47410	17394072	+
AT1G47420	17397263	-
AT1G47435	17399465	+
AT1G47450	17403214	-
AT1G47465	17407592	-
AT1G47470	17415150	-
AT1G47480	17417492	+
AT1G47485	17422432	+
AT1G47490	17424473	+
AT1G47495	17429813	-
AT1G47497	17432401	-
AT1G47500	17432433	+
AT1G47510	17438490	-
AT1G47520	17443288	+
AT1G47530	17451553	+
AT1G47540	17456186	-
AT1G47550	17456987	+
AT1G47560	17466535	+
AT1G47565	17473922	+
AT1G47570	17477579	+
AT1G47578	17484348	+
AT1G47580	17485576	+
AT1G47600	17491731	+
AT1G47603	17498152	-
AT1G47606	17503732	-
AT1G47610	17504714	+
AT1G47620	17509731	-
AT1G47640	17520129	-
AT1G47650	17520860	+
AT1G47655	17525342	+
AT1G47657	17531871	+
AT1G47660	17535551	-
AT1G47670	17539719	-
AT1G47680	17540775	+
AT1G47690	17544077	+
AT1G47695	17546545	-
AT1G47700	17547323	+
AT1G47710	17557091	+
AT1G47720	17562934	-
AT1G47730	17565106	-
AT1G47740	17566511	+
AT1G47750	17570159	-
AT1G47760	17572414	+
AT1G47765	17576092	-
AT1G47770	17590266	+
AT1G47780	17594683	+
AT1G47783	17596610	+
AT1G47786	17597898	+
AT1G47790	17601173	-
AT1G47800	17601513	+
AT1G47810	17603504	+
AT1G47813	17606558	+
AT1G47816	17611427	-
AT1G47820	17611905	+
AT1G47830	17614986	-
AT1G47840	17619011	-
AT1G47845	17624274	-
AT1G47860	17630270	-
AT1G47870	17634697	+
AT1G47885	17642805	-
AT1G47890	17643976	+
AT1G47900	17651791	-
AT1G47910	17656860	+
AT1G47915	17660752	+
AT1G47920	17661095	+
AT1G47940	17668285	+
AT1G47950	17681953	-
AT1G47960	17683719	-
AT1G47970	17686990	+
AT1G47980	17693887	-
AT1G47990	17698598	+
AT1G48000	17706460	-
AT1G48010	17712660	-
AT1G48020	17716808	-
AT1G48030	17719500	-
AT1G48040	17721891	-
AT1G48050	17723382	+
AT1G48060	17728095	+
AT1G48070	17731157	-
AT1G48080	17731841	+
AT1G48090	17758508	-
AT1G48095	17760142	+
AT1G48100	17766738	+
AT1G48110	17773518	-
AT1G48120	17780106	-
AT1G48130	17780429	+
AT1G48140	17781988	+
AT1G48145	17784913	-
AT1G48150	17785397	+
AT1G48160	17789024	-
AT1G48170	17788763	+
AT1G48175	17790364	+
AT1G48180	17794460	-
AT1G48190	17795163	-
AT1G48195	17796335	+
AT1G48200	17798337	-
AT1G48210	17798431	+
AT1G48220	17802863	+
AT1G48230	17805761	+
AT1G48240	17812106	-
AT1G48250	17813523	-
AT1G48260	17817441	-
AT1G48270	17830420	-
AT1G48280	17835032	+
AT1G48285	17844900	-
AT1G48290	17842668	+
AT1G48300	17847042	+
AT1G48310	17853915	-
AT1G48315	17854060	+
AT1G48320	17855715	-
AT1G48325	17857258	+
AT1G48330	17863660	+
AT1G48350	17867102	+
AT1G48355	17868536	-
AT1G48360	17868522	+
AT1G48370	17874436	+
AT1G48380	17879270	-
AT1G48390	17881251	-
AT1G48400	17883855	-
AT1G48405	17885614	-
AT1G48410	17892632	-
AT1G48420	17898813	-
AT1G48430	17906873	-
AT1G48440	17906871	+
AT1G48450	17910523	-
AT1G48460	17910779	+
AT1G48470	17913711	+
AT1G48480	17918207	+
AT1G48490	17928954	-
AT1G48500	17931390	+
AT1G48510	17934746	+
AT1G48520	17940050	+
AT1G48530	17944315	-
AT1G48540	17945369	+
AT1G48550	17952743	-
AT1G48560	17952854	+
AT1G48570	17957719	-
AT1G48580	17960916	-
AT1G48590	17962520	+
AT1G48600	17965871	+
AT1G48605	17970551	-
AT1G48610	17973402	-
AT1G48620	17976663	-
AT1G48630	17983377	-
AT1G48635	17983646	+
AT1G48640	17986303	+
AT1G48650	17995339	-
AT1G48660	17998037	-
AT1G48670	18001289	-
AT1G48680	18006845	-
AT1G48690	18010086	-
AT1G48698	18010497	+
AT1G48700	18013185	-
AT1G48710	18013632	+
AT1G48720	18017730	+
AT1G48725	18019274	+
AT1G48730	18022277	-
AT1G48740	18026097	-
AT1G48745	18030704	+
AT1G48750	18035967	+
AT1G48760	18039405	-
AT1G48770	18040129	+
AT1G48780	18041380	+
AT1G48790	18047806	-
AT1G48800	18049810	+
AT1G48810	18054359	-
AT1G48820	18055229	+
AT1G48830	18061302	-
AT1G48840	18061356	+
AT1G48850	18068154	-
AT1G48860	18071667	-
AT1G48870	18076405	-
AT1G48880	18080408	+
AT1G48890	18084169	-
AT1G48900	18087934	-
AT1G48910	18091681	+
AT1G48912	18094900	+
AT1G48920	18098081	+
AT1G48930	18104768	-
AT1G48940	18106455	-
AT1G48950	18106860	+
AT1G48953	18111463	-
AT1G48960	18112458	+
AT1G48970	18117833	-
AT1G48980	18118017	+
AT1G48990	18121434	+
AT1G49000	18124289	-
AT1G49005	18131522	-
AT1G49010	18132545	+
AT1G49015	18134528	+
AT1G49020	18135669	-
AT1G49030	18136666	+
AT1G49032	18137977	+
AT1G49040	18149019	-
AT1G49050	18150466	+
AT1G49070	18155151	+
AT1G49080	18159889	+
AT1G49090	18161320	+
AT1G49100	18170105	-
AT1G49110	18171563	+
AT1G49120	18173427	+
AT1G49130	18176389	-
AT1G49140	18179264	-
AT1G49150	18178479	+
AT1G49160	18182510	-
AT1G49170	18184583	-
AT1G49180	18187529	-
AT1G49190	18191267	+
AT1G49200	18198227	+
AT1G49205	18200366	-
AT1G49210	18201889	+
AT1G49220	18205934	+
AT1G49225	18211390	-
AT1G49230	18209194	+
AT1G49240	18215800	+
AT1G49245	18218341	+
AT1G49250	18220533	+
AT1G49260	18225870	+
AT1G49270	18230330	-
AT1G49280	18230552	-
AT1G49290	18233680	-
AT1G49300	18234679	+
AT1G49310	18238497	-
AT1G49320	18246305	+
AT1G49330	18249866	+
AT1G49340	18252050	+
AT1G49350	18264944	+
AT1G49360	18269448	-
AT1G49380	18276643	+
AT1G49390	18279559	+
AT1G49400	18282968	+
AT1G49405	18285418	-
AT1G49410	18287034	-
AT1G49420	18288650	-
AT1G49430	18290942	+
AT1G49435	18299862	-
AT1G49440	18302711	+
AT1G49450	18305445	+
AT1G49460	18308903	+
AT1G49470	18310428	+
AT1G49475	18312883	+
AT1G49480	18316861	-
AT1G49490	18320106	-
AT1G49500	18322284	-
AT1G49510	18326846	+
AT1G49520	18329659	+
AT1G49530	18332429	+
AT1G49540	18337520	-
AT1G49550	18338841	+
AT1G49560	18342451	+
AT1G49570	18346958	+
AT1G49580	18351324	+
AT1G49590	18354744	+
AT1G49600	18360447	-
AT1G49610	18363192	-
AT1G49620	18366744	-
AT1G49630	18375494	-
AT1G49640	18376806	-
AT1G49650	18378634	-
AT1G49660	18379901	-
AT1G49670	18386146	-
AT1G49680	18386867	+
AT1G49690	18387802	+
AT1G49700	18390523	-
AT1G49710	18394030	-
AT1G49715	18397454	-
AT1G49720	18400003	+
AT1G49730	18405681	-
AT1G49740	18407400	+
AT1G49750	18413016	-
AT1G49760	18416474	+
AT1G49770	18424578	+
AT1G49780	18430497	-
AT1G49790	18437131	-
AT1G49800	18439115	-
AT1G49810	18442237	-
AT1G49820	18442882	+
AT1G49830	18446772	-
AT1G49832	18447615	+
AT1G49840	18451746	+
AT1G49850	18456619	-
AT1G49860	18458526	+
AT1G49870	18460158	+
AT1G49880	18463998	+
AT1G49890	18470046	+
AT1G49900	18477643	-
AT1G49910	18478951	+
AT1G49920	18484393	-
AT1G49930	18484932	+
AT1G49938	18488523	-
AT1G49940	18491769	-
AT1G49950	18497318	-
AT1G49952	18493257	-
AT1G49960	18498639	+
AT1G49970	18504654	-
AT1G49975	18504757	+
AT1G49980	18507922	+
AT1G49990	18513628	+
AT1G50000	18517290	-
AT1G50010	18517586	+
AT1G50020	18521781	-
AT1G50030	18539995	-
AT1G50040	18542061	+
AT1G50050	18546086	+
AT1G50055	18550042	-
AT1G50060	18551121	+
AT1G50070	18552999	+
AT1G50080	18554276	-
AT1G50090	18556826	-
AT1G50100	18557900	+
AT1G50110	18560391	-
AT1G50120	18561728	+
AT1G50140	18579182	-
AT1G50160	18581429	+
AT1G50170	18581998	+
AT1G50180	18583964	+
AT1G50190	18590799	-
AT1G50200	18598569	-
AT1G50220	18604826	-
AT1G50240	18606511	+
AT1G50250	18617155	-
AT1G50260	18621957	-
AT1G50270	18622026	+
AT1G50280	18626441	-
AT1G50290	18628452	-
AT1G50300	18632039	-
AT1G50310	18635955	+
AT1G50320	18639536	-
AT1G50325	18640488	-
AT1G50340	18647849	-
AT1G50350	18648645	+
AT1G50360	18649706	+
AT1G50370	18658508	+
AT1G50380	18662266	+
AT1G50390	18667677	-
AT1G50400	18668010	+
AT1G50410	18672132	+
AT1G50420	18680300	-
AT1G50430	18685652	-
AT1G50440	18685769	+
AT1G50450	18690503	-
AT1G50460	18693644	+
AT1G50470	18700444	-
AT1G50480	18701882	+
AT1G50490	18706657	-
AT1G50500	18716118	-
AT1G50510	18716112	+
AT1G50520	18719378	+
AT1G50530	18721729	-
AT1G50560	18724190	+
AT1G50570	18728369	-
AT1G50575	18730498	-
AT1G50580	18730759	+
AT1G50590	18734199	-
AT1G50600	18739649	-
AT1G50610	18742027	+
AT1G50620	18748241	+
AT1G50630	18753941	-
AT1G50640	18758708	-
AT1G50650	18764367	-
AT1G50659	18771930	-
AT1G50660	18770937	+
AT1G50670	18777030	-
AT1G50680	18778614	-
AT1G50690	18779606	+
AT1G50700	18781764	+
AT1G50710	18787802	-
AT1G50720	18789687	-
AT1G50730	18795210	+
AT1G50732	18802552	+
AT1G50735	18807394	-
AT1G50740	18807672	+
AT1G50745	18810504	-
AT1G50750	18812050	-
AT1G50760	18815309	-
AT1G50770	18820503	-
AT1G50780	18821267	+
AT1G50790	18826637	-
AT1G50810	18828868	+
AT1G50820	18834861	-
AT1G50830	18838029	-
AT1G50840	18839047	+
AT1G50850	18849654	-
AT1G50860	18854356	-
AT1G50870	18855147	+
AT1G50880	18860837	+
AT1G50890	18866113	-
AT1G50900	18866197	+
AT1G50910	18869933	-
AT1G50920	18870059	+
AT1G50930	18876810	+
AT1G50940	18880012	-
AT1G50950	18880112	+
AT1G50960	18889473	+
AT1G50970	18896142	+
AT1G50980	18902057	-
AT1G50990	18902678	+
AT1G51000	18909913	+
AT1G51010	18911389	+
AT1G51020	18913110	+
AT1G51030	18915134	+
AT1G51035	18917415	+
AT1G51040	18920658	+
AT1G51055	18926315	-
AT1G51060	18926811	+
AT1G51070	18927810	+
AT1G51080	18930752	-
AT1G51085	18931691	-
AT1G51090	18932766	+
AT1G51100	18934299	+
AT1G51110	18935301	+
AT1G51120	18938091	+
AT1G51130	18941719	-
AT1G51140	18945812	-
AT1G51150	18949290	-
AT1G51160	18949532	+
AT1G51170	18955053	-
AT1G51172	18963205	+
AT1G51175	18971576	-
AT1G51190	18977176	+
AT1G51200	18984281	+
AT1G51210	18987702	+
AT1G51220	18992149	-
AT1G51230	18997434	-
AT1G51240	19000945	-
AT1G51250	19002215	-
AT1G51260	19005664	-
AT1G51270	19007364	+
AT1G51290	19012173	+
AT1G51300	19016103	-
AT1G51310	19021808	-
AT1G51320	19025642	+
AT1G51330	19029844	-
AT1G51340	19030998	+
AT1G51350	19035644	+
AT1G51355	19041397	+
AT1G51360	19044163	+
AT1G51370	19045059	+
AT1G51380	19047672	+
AT1G51390	19050298	+
AT1G51400	19052582	-
AT1G51402	19052193	+
AT1G51405	19057472	+
AT1G51410	19059720	+
AT1G51420	19066983	-
AT1G51430	19068241	+
AT1G51440	19070798	+
AT1G51450	19074328	+
AT1G51460	19081451	-
AT1G51470	19087384	+
AT1G51480	19093478	-
AT1G51490	19094888	+
AT1G51500	19101265	-
AT1G51510	19104933	-
AT1G51520	19106687	+
AT1G51530	19109854	+
AT1G51538	19113085	+
AT1G51540	19115557	+
AT1G51550	19119382	-
AT1G51560	19122038	-
AT1G51570	19125375	-
AT1G51580	19125583	+
AT1G51590	19132318	-
AT1G51600	19132221	+
AT1G51610	19136214	+
AT1G51620	19140130	+
AT1G51630	19144320	-
AT1G51640	19151852	-
AT1G51645	19149454	+
AT1G51650	19152508	+
AT1G51660	19154323	+
AT1G51670	19156135	+
AT1G51680	19161737	-
AT1G51690	19163843	+
AT1G51700	19173880	+
AT1G51710	19180195	-
AT1G51720	19180744	+
AT1G51730	19188805	-
AT1G51740	19188799	+
AT1G51745	19191466	+
AT1G51750	19195194	+
AT1G51760	19199351	+
AT1G51770	19201789	+
AT1G51780	19204512	+
AT1G51790	19211971	-
AT1G51800	19214072	+
AT1G51805	19225797	-
AT1G51810	19232359	-
AT1G51820	19241965	-
AT1G51823	19242294	+
AT1G51830	19246154	-
AT1G51840	19250863	-
AT1G51850	19256927	-
AT1G51860	19261755	-
AT1G51870	19267167	-
AT1G51880	19274168	-
AT1G51890	19278798	-
AT1G51900	19282895	-
AT1G51910	19288385	-
AT1G51913	19292909	+
AT1G51915	19293478	+
AT1G51920	19294184	+
AT1G51930	19295236	-
AT1G51940	19299169	-
AT1G51950	19305081	+
AT1G51960	19310174	+
AT1G51965	19314195	-
AT1G51970	19314916	-
AT1G51980	19326918	-
AT1G51990	19330949	+
AT1G52000	19336135	-
AT1G52010	19337048	+
AT1G52020	19345112	-
AT1G52030	19349088	-
AT1G52040	19352791	-
AT1G52050	19356901	-
AT1G52060	19360822	-
AT1G52070	19366925	-
AT1G52080	19369089	+
AT1G52087	19375642	+
AT1G52090	19378487	-
AT1G52100	19385602	-
AT1G52110	19389740	-
AT1G52120	19398244	-
AT1G52130	19402789	-
AT1G52140	19408319	-
AT1G52150	19414764	-
AT1G52155	19417434	+
AT1G52160	19424474	-
AT1G52170	19424555	+
AT1G52180	19425928	-
AT1G52190	19434480	+
AT1G52191	19441724	-
AT1G52200	19443631	-
AT1G52210	19446190	+
AT1G52220	19454697	-
AT1G52230	19454798	+
AT1G52240	19458069	-
AT1G52245	19459763	-
AT1G52260	19460482	+
AT1G52270	19464434	-
AT1G52280	19469586	-
AT1G52290	19472582	-
AT1G52300	19476234	-
AT1G52310	19478066	+
AT1G52315	19481046	+
AT1G52320	19484221	+
AT1G52325	19488418	-
AT1G52330	19488755	+
AT1G52340	19491650	-
AT1G52342	19493122	-
AT1G52343	19495867	-
AT1G52347	19496461	+
AT1G52350	19498492	-
AT1G52360	19499146	+
AT1G52370	19506356	+
AT1G52380	19508938	+
AT1G52390	19512279	-
AT1G52400	19514989	+
AT1G52410	19520603	+
AT1G52415	19526153	+
AT1G52420	19527822	+
AT1G52430	19536422	-
AT1G52440	19538821	+
AT1G52450	19546357	-
AT1G52460	19549331	+
AT1G52470	19553213	+
AT1G52490	19556945	-
AT1G52495	19559143	-
AT1G52500	19559880	+
AT1G52510	19565272	-
AT1G52520	19565601	+
AT1G52530	19568588	+
AT1G52540	19572204	-
AT1G52550	19574059	-
AT1G52560	19575866	-
AT1G52565	19580977	-
AT1G52570	19587531	-
AT1G52580	19587603	+
AT1G52590	19590281	-
AT1G52600	19590434	+
AT1G52603	19595751	+
AT1G52610	19599402	-
AT1G52615	19602345	-
AT1G52618	19603147	+
AT1G52620	19603796	+
AT1G52630	19608648	-
AT1G52640	19610452	-
AT1G52650	19610856	+
AT1G52660	19613378	+
AT1G52670	19617611	-
AT1G52680	19619026	-
AT1G52690	19619724	+
AT1G52695	19623461	-
AT1G52700	19634051	-
AT1G52710	19640512	-
AT1G52720	19640899	+
AT1G52730	19642452	+
AT1G52740	19645236	+
AT1G52750	19649340	-
AT1G52760	19651172	+
AT1G52770	19655831	+
AT1G52780	19658614	+
AT1G52790	19663301	-
AT1G52800	19664023	+
AT1G52810	19667127	+
AT1G52820	19669005	+
AT1G52825	19671059	-
AT1G52827	19672021	-
AT1G52830	19673652	-
AT1G52840	19674540	+
AT1G52850	19677577	+
AT1G52855	19683565	-
AT1G52857	19681787	-
AT1G52860	19685219	-
AT1G52870	19685545	+
AT1G52880	19690589	-
AT1G52890	19698482	-
AT1G52900	19702916	-
AT1G52905	19706047	+
AT1G52910	19708011	+
AT1G52920	19711081	-
AT1G52930	19711179	+
AT1G52940	19716402	+
AT1G52950	19725483	+
AT1G52960	19731631	+
AT1G52970	19737083	-
AT1G52980	19737405	+
